iter	Logloss
0	0.4785043232
1	0.3427995178
2	0.2730759489
3	0.2242197093
4	0.1922646578
5	0.166145079
6	0.1543254264
7	0.1465546157
8	0.1342145826
9	0.1211211394
10	0.1118905885
11	0.1059604277
12	0.09817431363
13	0.09510887206
14	0.09081575759
15	0.08772720728
16	0.08549244461
17	0.08304048962
18	0.08230773437
19	0.07891348143
20	0.07835419405
21	0.07593497841
22	0.07532160699
23	0.07355983179
24	0.07237473849
25	0.07180375849
26	0.0707298973
27	0.07027189771
28	0.06943365488
29	0.06901075355
30	0.06869787725
31	0.06853719673
32	0.0683579538
33	0.06758763152
34	0.06597990685
35	0.06565176777
36	0.06548561995
37	0.06531674921
38	0.06476547509
39	0.0645970347
40	0.06444689515
41	0.06398055347
42	0.06385189338
43	0.06317178891
44	0.06303204794
45	0.06294443664
46	0.06243015457
47	0.0622630749
48	0.06216330286
49	0.06201202406
50	0.0619048345
51	0.06179772262
52	0.06172505079
53	0.06159948774
54	0.06151748382
55	0.06144343708
56	0.06134599832
57	0.06126054236
58	0.06116482985
59	0.0607841455
60	0.06066581782
61	0.06056582491
62	0.06049964587
63	0.06038642688
64	0.0603144787
65	0.06024025689
66	0.06018816199
67	0.06010353871
68	0.0597998113
69	0.05970084992
70	0.05962557886
71	0.05958074505
72	0.05951667848
73	0.05943173828
74	0.05940635663
75	0.05930795708
76	0.05926146793
77	0.05917076725
78	0.0591024164
79	0.05903736548
80	0.05897622525
81	0.05894767239
82	0.05884939486
83	0.05876943816
84	0.05864878979
85	0.05857393828
86	0.05849228103
87	0.05845851738
88	0.05842801629
89	0.05838498597
90	0.05831640168
91	0.05820785535
92	0.05811372691
93	0.0580921428
94	0.05778213706
95	0.05774137746
96	0.05764093882
97	0.05760178952
98	0.05756511848
99	0.05751160319
100	0.05747230633
101	0.05741554451
102	0.05736834922
103	0.0572929258
104	0.05726051987
105	0.05717963712
106	0.05711513931
107	0.05705872346
108	0.05700955147
109	0.05692438722
110	0.05686068901
111	0.05682972276
112	0.05681220523
113	0.05678057245
114	0.05673633084
115	0.0566704979
116	0.05661050903
117	0.05655960966
118	0.05650185227
119	0.05646548954
120	0.05641702961
121	0.05637321183
122	0.05634328659
123	0.05626375944
124	0.05616131997
125	0.05613147316
126	0.05609604179
127	0.05602599047
128	0.0559805492
129	0.05595563502
130	0.05587928358
131	0.0558331601
132	0.05579252676
133	0.05572784244
134	0.05569292696
135	0.05563045481
136	0.05558921488
137	0.05554878204
138	0.05550358961
139	0.05545608203
140	0.05533170749
141	0.05529130161
142	0.05524877762
143	0.05518021677
144	0.05514768261
145	0.05509341243
146	0.05503893581
147	0.05498545565
148	0.0549349565
149	0.05489817574
150	0.05487017122
151	0.0548381759
152	0.05479138111
153	0.05476534693
154	0.05469704324
155	0.05466140948
156	0.05462760749
157	0.05457914059
158	0.05453041162
159	0.05450088662
160	0.05447186486
161	0.05443877176
162	0.05442083808
163	0.05437524242
164	0.05431708897
165	0.05427552257
166	0.05423421316
167	0.05416628566
168	0.05410327306
169	0.05407596214
170	0.05406198752
171	0.054010219
172	0.05398155889
173	0.05389039658
174	0.05383933244
175	0.05378612945
176	0.05373701463
177	0.0537021548
178	0.05367601565
179	0.05363623313
180	0.05362602034
181	0.05357962288
182	0.05354780575
183	0.05351449837
184	0.05345638616
185	0.05341137999
186	0.05334110303
187	0.05329116578
188	0.05326831271
189	0.05322794328
190	0.05320507375
191	0.05317281474
192	0.05314771489
193	0.0530675495
194	0.05305161077
195	0.05303586914
196	0.05298706805
197	0.05295174901
198	0.05293241073
199	0.05290917165
200	0.05288869257
201	0.05283494687
202	0.05280866041
203	0.05276398549
204	0.05272284584
205	0.05268998673
206	0.05263536462
207	0.05259426205
208	0.05256515588
209	0.05253305625
210	0.05232113086
211	0.05226384235
212	0.05224961652
213	0.05220064063
214	0.05218397458
215	0.05214790148
216	0.05207817129
217	0.05200211671
218	0.05195326731
219	0.0519366591
220	0.05191222883
221	0.05186074868
222	0.05183855696
223	0.05180500227
224	0.0517598871
225	0.05174102552
226	0.05172441297
227	0.05168737702
228	0.05166511464
229	0.05163618992
230	0.05162093395
231	0.05157440804
232	0.0515531933
233	0.05152335998
234	0.05148467858
235	0.05143100139
236	0.05140109527
237	0.05135798187
238	0.05132062426
239	0.05128638419
240	0.05122323224
241	0.05117454925
242	0.05113434011
243	0.05109728502
244	0.05107874378
245	0.05104229246
246	0.05099236925
247	0.05096881712
248	0.05093227586
249	0.05090333769
250	0.05083030387
251	0.05079325957
252	0.0507568972
253	0.05073623542
254	0.05072387303
255	0.0507087867
256	0.05068099233
257	0.0506512182
258	0.05061993145
259	0.05059897794
260	0.05055522895
261	0.05049549033
262	0.05045678153
263	0.05043308947
264	0.05039895911
265	0.05038126944
266	0.0503355381
267	0.05031207317
268	0.05024943287
269	0.05022334714
270	0.05018139902
271	0.05014455316
272	0.05009223538
273	0.05005010402
274	0.05000262964
275	0.04996391426
276	0.04993224594
277	0.04989984825
278	0.04986794817
279	0.04983024976
280	0.04981802029
281	0.04979519538
282	0.04977020024
283	0.04975961055
284	0.04971532165
285	0.0496590274
286	0.04963055822
287	0.04962192471
288	0.04958246173
289	0.04947860257
290	0.04944815024
291	0.0494083864
292	0.04937333874
293	0.04935441364
294	0.04932032544
295	0.04926691067
296	0.04923431566
297	0.04920427409
298	0.04918221625
299	0.04914476039
300	0.04912071655
301	0.04908859148
302	0.0490389137
303	0.04901005946
304	0.04896599763
305	0.04892163847
306	0.04885236438
307	0.04882131853
308	0.04879894523
309	0.04877648763
310	0.04873854885
311	0.04870159984
312	0.04865757503
313	0.04862433849
314	0.04859876214
315	0.04856584997
316	0.04854631723
317	0.04850646034
318	0.04846832551
319	0.04843794881
320	0.04840910613
321	0.04837539559
322	0.04820427394
323	0.0481833637
324	0.04814325978
325	0.04810439027
326	0.04809108097
327	0.04806690669
328	0.04803999272
329	0.04801609025
330	0.04799528628
331	0.04795638314
332	0.04793371758
333	0.04791675716
334	0.04790259787
335	0.04786195561
336	0.04783530793
337	0.04781335963
338	0.04780385667
339	0.04776798257
340	0.04773910346
341	0.0476886013
342	0.0476477967
343	0.04763164569
344	0.04758891586
345	0.04753568882
346	0.04751764414
347	0.04749928217
348	0.04746807375
349	0.04745069031
350	0.04742831918
351	0.04740083022
352	0.04736516474
353	0.04733779724
354	0.04731635785
355	0.04730408164
356	0.04727630865
357	0.04724097626
358	0.04720589395
359	0.04717805009
360	0.04715464372
361	0.04714237185
362	0.04709394104
363	0.04704928319
364	0.04702810854
365	0.04700596768
366	0.04698555342
367	0.04696680086
368	0.04694652721
369	0.04692581698
370	0.04687996813
371	0.04684896892
372	0.04683960347
373	0.04681553526
374	0.04675707029
375	0.04670959322
376	0.04668002807
377	0.04665101371
378	0.04661199658
379	0.04658509877
380	0.04655694106
381	0.0465251559
382	0.0464966646
383	0.04647979189
384	0.04643956085
385	0.04639748238
386	0.04635614908
387	0.0463472675
388	0.04631290523
389	0.04627023419
390	0.04624027981
391	0.04622329838
392	0.04620750647
393	0.0461763462
394	0.04616430505
395	0.04615036007
396	0.04612793258
397	0.04610565728
398	0.0460883634
399	0.04607533178
400	0.04604106734
401	0.04602500485
402	0.04592397281
403	0.04588413955
404	0.04586502011
405	0.04583038337
406	0.04581324411
407	0.04579380443
408	0.0457304114
409	0.04571023458
410	0.04569366302
411	0.04568106944
412	0.04566463605
413	0.04564959516
414	0.04563319502
415	0.04561084014
416	0.04559057153
417	0.04557354924
418	0.04556276497
419	0.04554073778
420	0.04552940708
421	0.04550460991
422	0.04549083757
423	0.04545500535
424	0.04543221453
425	0.04540001637
426	0.04539102652
427	0.04537231778
428	0.04535448108
429	0.04531858901
430	0.04526012669
431	0.04522459001
432	0.04520332778
433	0.04518375073
434	0.04516317923
435	0.04514221668
436	0.04512359252
437	0.04508918608
438	0.04505278446
439	0.04502283719
440	0.04498540012
441	0.04493936188
442	0.04490838025
443	0.04488363048
444	0.04485691107
445	0.04484719674
446	0.04482543351
447	0.04481198728
448	0.04479868014
449	0.04478187749
450	0.0447566864
451	0.04472804686
452	0.04470674855
453	0.04469318978
454	0.04467423913
455	0.04466006604
456	0.04465101008
457	0.04462821439
458	0.04459005638
459	0.04455828727
460	0.04454511763
461	0.04453018915
462	0.04451806661
463	0.04450567014
464	0.04447303584
465	0.04444723139
466	0.04441853891
467	0.04439427378
468	0.04437548481
469	0.04435516525
470	0.04434010109
471	0.04430665502
472	0.04429834054
473	0.04428046715
474	0.04426516921
475	0.04424160251
476	0.04420692523
477	0.04417152643
478	0.04415625827
479	0.04414710059
480	0.04413056007
481	0.04409814131
482	0.04406933201
483	0.04405103063
484	0.04401718156
485	0.04399313903
486	0.04397250244
487	0.04394783958
488	0.04393284198
489	0.0439190683
490	0.0439096328
491	0.04388137797
492	0.04386675622
493	0.04385125444
494	0.04383600189
495	0.0438224844
496	0.04381155285
497	0.04379417947
498	0.04375580403
499	0.04372269691
